n_amenageur;n_operateur;n_enseigne;ID_station;n_station;ad_station;code_insee;Xlongitude;Xlatitude;nbre_pdc;ID_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj
MOB Hotel Lyon;MOB Hotel Lyon;TESLA Recharge à Destination;;MOB Hotel Lyon;55 Quai Rambaud, Lyon,  69002 France;69382;4.81486;45.739078;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
MOB Hotel Lyon;MOB Hotel Lyon;TESLA Recharge à Destination;;MOB Hotel Lyon;55 Quai Rambaud, Lyon,  69002 France;69382;4.81486;45.739078;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Monte Carlo Beach Hôtel;Monte Carlo Beach Hôtel;TESLA Recharge à Destination;;Monte Carlo Beach Hôtel;2 Avenue Princesse Grâce, Roquebrune-Cap-Martin, Provence-Alpes-Côte d'Azur 06190 France;6104;7.444755;43.751843;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Monte Carlo Beach Hôtel;Monte Carlo Beach Hôtel;TESLA Recharge à Destination;;Monte Carlo Beach Hôtel;2 Avenue Princesse Grâce, Roquebrune-Cap-Martin, Provence-Alpes-Côte d'Azur 06190 France;6104;7.444755;43.751843;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Monte Carlo Beach Hôtel;Monte Carlo Beach Hôtel;TESLA Recharge à Destination;;Monte Carlo Beach Hôtel;2 Avenue Princesse Grâce, Roquebrune-Cap-Martin, Provence-Alpes-Côte d'Azur 06190 France;6104;7.444755;43.751843;3;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Musée Würth France Erstein;Musée Würth France Erstein;TESLA Recharge à Destination;;Musée Würth France Erstein;ZI OUEST, Rue Georges Besse, Erstein,  67150 France;67154;7.631062;48.417764;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Musée Würth France Erstein;Musée Würth France Erstein;TESLA Recharge à Destination;;Musée Würth France Erstein;ZI OUEST, Rue Georges Besse, Erstein,  67150 France;67154;7.631062;48.417764;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Musée Würth France Erstein;Musée Würth France Erstein;TESLA Recharge à Destination;;Musée Würth France Erstein;ZI OUEST, Rue Georges Besse, Erstein,  67150 France;67154;7.631062;48.417764;3;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Najeti Hôtel Château Tilques;Najeti Hôtel Château Tilques;TESLA Recharge à Destination;;Najeti Hôtel Château Tilques;12 Rue du Château, Tilques,  62500 France;62149;2.212904;50.775968;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Najeti Hôtel Château Tilques;Najeti Hôtel Château Tilques;TESLA Recharge à Destination;;Najeti Hôtel Château Tilques;12 Rue du Château, Tilques,  62500 France;62149;2.212904;50.775968;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Najeti Hôtel de l'Univers;Najeti Hôtel de l'Univers;TESLA Recharge à Destination;;Najeti Hôtel de l'Univers;Place de la Croix Rouge, Arras,  62000  France;62263;2.773402;50.289439;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Najeti Hôtel de l'Univers;Najeti Hôtel de l'Univers;TESLA Recharge à Destination;;Najeti Hôtel de l'Univers;Place de la Croix Rouge, Arras,  62000  France;62263;2.773402;50.289439;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Najeti Hôtel La Magnaneraie;Najeti Hôtel La Magnaneraie;TESLA Recharge à Destination;;Najeti Hôtel La Magnaneraie;37 Rue Camp De Bataille, Villeneuve-lès-Avignon,  30400 France;30351;4.788157;43.966285;2;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Najeti Hôtel La Magnaneraie;Najeti Hôtel La Magnaneraie;TESLA Recharge à Destination;;Najeti Hôtel La Magnaneraie;37 Rue Camp De Bataille, Villeneuve-lès-Avignon,  30400 France;30351;4.788157;43.966285;2;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
New Cottage & Spa de nage;New Cottage & Spa de nage;TESLA Recharge à Destination;;New Cottage & Spa de nage;22 route Adolphe Marais, Honfleur,  14600 France;14041;0.223479;49.424087;2;;17;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
New Cottage & Spa de nage;New Cottage & Spa de nage;TESLA Recharge à Destination;;New Cottage & Spa de nage;22 route Adolphe Marais, Honfleur,  14600 France;14041;0.223479;49.424087;2;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Nouvel Hôtel;Nouvel Hôtel;TESLA Recharge à Destination;;Nouvel Hôtel;31 Rue René Nicod, Oyonnax,  01100 France;1031;2.397338;48.846992;2;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Nouvel Hôtel;Nouvel Hôtel;TESLA Recharge à Destination;;Nouvel Hôtel;31 Rue René Nicod, Oyonnax,  01100 France;1031;2.397338;48.846992;2;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Novotel Chartres;Novotel Chartres;TESLA Recharge à Destination;;Novotel Chartres;5 ter Avenue Marcel Proust, Chartres,  28000 France;28085;1.529764;48.451092;3;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Novotel Chartres;Novotel Chartres;TESLA Recharge à Destination;;Novotel Chartres;5 ter Avenue Marcel Proust, Chartres,  28000 France;28085;1.529764;48.451092;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Novotel Chartres;Novotel Chartres;TESLA Recharge à Destination;;Novotel Chartres;5 ter Avenue Marcel Proust, Chartres,  28000 France;28085;1.529764;48.451092;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Novotel La Rochelle Centre;Novotel La Rochelle Centre;TESLA Recharge à Destination;;Novotel La Rochelle Centre;1 Avenue de la Porte Neuve, La Rochelle,  17000 France;17300;-1.158246;46.161081;2;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Novotel La Rochelle Centre;Novotel La Rochelle Centre;TESLA Recharge à Destination;;Novotel La Rochelle Centre;1 Avenue de la Porte Neuve, La Rochelle,  17000 France;17300;-1.158246;46.161081;2;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Novotel Marseille Centre Prado Vélodrome;Novotel Marseille Centre Prado Vélodrome;TESLA Recharge à Destination;;Novotel Marseille Centre Prado Vélodrome;103  Avenue du Prado, Marseille,  13008 France;13208;5.387067;43.280709;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Novotel Marseille Centre Prado Vélodrome;Novotel Marseille Centre Prado Vélodrome;TESLA Recharge à Destination;;Novotel Marseille Centre Prado Vélodrome;103  Avenue du Prado, Marseille,  13008 France;13208;5.387067;43.280709;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Novotel Noisy Marne la Vallée;Novotel Noisy Marne la Vallée;TESLA Recharge à Destination;;Novotel Noisy Marne la Vallée;2 Allée Bienvenue, Noisy-le-Grand,  93885 France;93051;2.542137;48.83804;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Novotel Noisy Marne la Vallée;Novotel Noisy Marne la Vallée;TESLA Recharge à Destination;;Novotel Noisy Marne la Vallée;2 Allée Bienvenue, Noisy-le-Grand,  93885 France;93051;2.542137;48.83804;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Novotel Spa Rennes Centre Gare;Novotel Spa Rennes Centre Gare;TESLA Recharge à Destination;;Novotel Spa Rennes Centre Gare;22 Avenue Janvier, Rennes,  35000 France;35238;-1.673761;48.105246;2;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Novotel Spa Rennes Centre Gare;Novotel Spa Rennes Centre Gare;TESLA Recharge à Destination;;Novotel Spa Rennes Centre Gare;22 Avenue Janvier, Rennes,  35000 France;35238;-1.673761;48.105246;2;;17;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Novotel Thalassa Dinard;Novotel Thalassa Dinard;TESLA Recharge à Destination;;Novotel Thalassa Dinard;1 Avenue du Château Hébert, Dinard,  35800 France;35256;-2.074464;48.638985;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Novotel Thalassa Dinard;Novotel Thalassa Dinard;TESLA Recharge à Destination;;Novotel Thalassa Dinard;1 Avenue du Château Hébert, Dinard,  35800 France;35256;-2.074464;48.638985;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Orée de Chartres;Orée de Chartres;TESLA Recharge à Destination;;Orée de Chartres;39 Rue des pierres Missigault , Barjouville, Centre 28630 France;28035;1.464545;48.414987;1;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Pêche de Vigne Spa et Maison d'Hôtes;Pêche de Vigne Spa et Maison d'Hôtes;TESLA Recharge à Destination;;Pêche de Vigne Spa et Maison d'Hôtes;31 Rue du Pinot Noir, Rodern,  68590 France;68296;7.353948;48.224809;1;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Parc Commercial Les Portes de Soissons;Parc Commercial Les Portes de Soissons;TESLA Recharge à Destination;;Parc Commercial Les Portes de Soissons;Parc Commercial Les Portes de Soissons, Vauxbuin,  02200 France;2805;3.308294;49.363025;1;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Parc zoologique Cerza;Parc zoologique Cerza;TESLA Recharge à Destination;;Parc zoologique Cerza;143 D143, Hermival-les-Vaux,  14100 France;14366;0.312311;49.182341;4;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Parc zoologique Cerza;Parc zoologique Cerza;TESLA Recharge à Destination;;Parc zoologique Cerza;143 D143, Hermival-les-Vaux,  14100 France;14366;0.312311;49.182341;4;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Parc zoologique Cerza;Parc zoologique Cerza;TESLA Recharge à Destination;;Parc zoologique Cerza;143 D143, Hermival-les-Vaux,  14100 France;14366;0.312311;49.182341;4;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Parc zoologique Cerza;Parc zoologique Cerza;TESLA Recharge à Destination;;Parc zoologique Cerza;143 D143, Hermival-les-Vaux,  14100 France;14366;0.312311;49.182341;4;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Paris International Golf Club;Paris International Golf Club;TESLA Recharge à Destination;;Paris International Golf Club;18 Route du Golf, Baillet-en-France,  95560 France;95042;2.299764;49.050048;3;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Paris International Golf Club;Paris International Golf Club;TESLA Recharge à Destination;;Paris International Golf Club;18 Route du Golf, Baillet-en-France,  95560 France;95042;2.299764;49.050048;3;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Paris International Golf Club;Paris International Golf Club;TESLA Recharge à Destination;;Paris International Golf Club;18 Route du Golf, Baillet-en-France,  95560 France;95042;2.299764;49.050048;3;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Parking Bodin;Parking Bodin;TESLA Recharge à Destination;;Parking Bodin;5  Rue des Pins, La Barre-de-Monts,  85550 France;85012;-2.139738;46.89071;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Parking Bodin;Parking Bodin;TESLA Recharge à Destination;;Parking Bodin;5  Rue des Pins, La Barre-de-Monts,  85550 France;85012;-2.139738;46.89071;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Parking Bodin;Parking Bodin;TESLA Recharge à Destination;;Parking Bodin;5  Rue des Pins, La Barre-de-Monts,  85550 France;85012;-2.139738;46.89071;3;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Parking François 1er Interparking;Parking François 1er Interparking;TESLA Recharge à Destination;;Parking François 1er Interparking;24  Rue François 1er, Paris,  75008 France;75108;2.337039;48.871327;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Parking François 1er Interparking;Parking François 1er Interparking;TESLA Recharge à Destination;;Parking François 1er Interparking;24  Rue François 1er, Paris,  75008 France;75108;2.337039;48.871327;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Parking François 1er Interparking;Parking François 1er Interparking;TESLA Recharge à Destination;;Parking François 1er Interparking;24  Rue François 1er, Paris,  75008 France;75108;2.337039;48.871327;3;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
